№ п/п,field,well,Куст,date,q_oil,watercut,p_oil,freq,Tраб(ТМ)
387,Вынгапуровское,595,34,21.07.2024,95,46,174.6,125,24.0
388,Вынгапуровское,595,34,22.07.2024,95,46,173.0,125,24.0
389,Вынгапуровское,595,34,23.07.2024,95,33,169.9,125,24.0
390,Вынгапуровское,595,34,24.07.2024,95,33,169.0,125,24.0
391,Вынгапуровское,595,34,25.07.2024,94,67,165.7,125,24.0
392,Вынгапуровское,595,34,26.07.2024,94,67,163.9,125,24.0
393,Вынгапуровское,595,34,27.07.2024,94,70,161.2,130,24.0
394,Вынгапуровское,595,34,28.07.2024,97,70,159.5,130,24.0
395,Вынгапуровское,595,34,29.07.2024,92,50,156.1,130,23.8
396,Вынгапуровское,595,34,30.07.2024,96,70,155.6,133,24.0
397,Вынгапуровское,595,34,31.07.2024,98,70,153.5,133,24.0
398,Вынгапуровское,595,34,01.08.2024,97,50,151.0,133,24.0
399,Вынгапуровское,595,34,02.08.2024,96,62,148.9,133,24.0
400,Вынгапуровское,595,34,03.08.2024,96,62,148.6,133,24.0
401,Вынгапуровское,595,34,04.08.2024,98,66,147.3,135,24.0
402,Вынгапуровское,595,34,05.08.2024,100,66,144.8,137,24.0
403,Вынгапуровское,595,34,06.08.2024,100,66,144.1,137,24.0
404,Вынгапуровское,595,34,07.08.2024,100,66,143.1,137,24.0
405,Вынгапуровское,595,34,08.08.2024,100,66,140.8,140,24.0
406,Вынгапуровское,595,34,09.08.2024,101,61,140.3,143,24.0
407,Вынгапуровское,595,34,10.08.2024,103,61,138.8,143,24.0
408,Вынгапуровское,595,34,11.08.2024,102,61,137.4,143,24.0
409,Вынгапуровское,595,34,12.08.2024,102,61,136.3,143,24.0
410,Вынгапуровское,595,34,13.08.2024,101,61,135.2,143,24.0
411,Вынгапуровское,595,34,14.08.2024,101,61,134.1,143,24.0
412,Вынгапуровское,595,34,15.08.2024,100,61,133.0,143,24.0
413,Вынгапуровское,595,34,16.08.2024,100,61,132.0,143,24.0
414,Вынгапуровское,595,34,17.08.2024,99,61,131.2,143,23.8
415,Вынгапуровское,595,34,18.08.2024,98,61,130.2,143,24.0
416,Вынгапуровское,595,34,19.08.2024,98,61,129.3,143,23.8
417,Вынгапуровское,595,34,20.08.2024,97,61,128.2,143,24.0
418,Вынгапуровское,595,34,21.08.2024,96,61,127.3,143,24.0
419,Вынгапуровское,595,34,22.08.2024,95,61,126.4,143,24.0
420,Вынгапуровское,595,34,23.08.2024,95,61,125.5,143,24.0
421,Вынгапуровское,595,34,24.08.2024,96,61,124.6,143,24.0
422,Вынгапуровское,595,34,25.08.2024,94,61,123.6,143,24.0
423,Вынгапуровское,595,34,26.08.2024,93,61,122.8,143,24.0
424,Вынгапуровское,595,34,27.08.2024,92,61,122.0,143,24.0
425,Вынгапуровское,595,34,28.08.2024,92,61,121.3,143,24.0
426,Вынгапуровское,595,34,29.08.2024,90,61,120.4,143,24.0
427,Вынгапуровское,595,34,30.08.2024,92,61,119.6,143,24.0
428,Вынгапуровское,595,34,31.08.2024,92,61,118.8,148,24.0
429,Вынгапуровское,595,34,01.09.2024,94,61,117.6,150,24.0
430,Вынгапуровское,595,34,02.09.2024,92,66,116.6,150,24.0
431,Вынгапуровское,595,34,03.09.2024,92,66,115.7,153,24.0
432,Вынгапуровское,595,34,04.09.2024,95,66,114.6,156,24.0
433,Вынгапуровское,595,34,05.09.2024,94,66,113.5,156,24.0
434,Вынгапуровское,595,34,06.09.2024,92,66,112.5,156,24.0
435,Вынгапуровское,595,34,07.09.2024,92,66,111.8,156,24.0
436,Вынгапуровское,595,34,08.09.2024,92,66,111.0,156,24.0
437,Вынгапуровское,595,34,09.09.2024,92,66,110.1,156,24.0
438,Вынгапуровское,595,34,10.09.2024,89,66,109.2,156,24.0
439,Вынгапуровское,595,34,11.09.2024,91,66,108.4,159,24.0
440,Вынгапуровское,595,34,12.09.2024,90,66,107.6,159,24.0
441,Вынгапуровское,595,34,13.09.2024,89,66,106.8,159,24.0
442,Вынгапуровское,595,34,14.09.2024,89,66,106.1,159,24.0
443,Вынгапуровское,595,34,15.09.2024,88,30,105.1,159,24.0
444,Вынгапуровское,595,34,16.09.2024,87,30,104.5,163,24.0
445,Вынгапуровское,595,34,17.09.2024,90,30,103.8,163,24.0
446,Вынгапуровское,595,34,18.09.2024,92,30,104.8,163,23.5
447,Вынгапуровское,595,34,19.09.2024,95,30,104.9,163,24.0
448,Вынгапуровское,595,34,20.09.2024,94,30,103.7,163,24.0
449,Вынгапуровское,595,34,21.09.2024,91,30,103.0,163,24.0
450,Вынгапуровское,595,34,22.09.2024,91,30,102.3,163,24.0
451,Вынгапуровское,595,34,23.09.2024,88,30,102.0,163,24.0
452,Вынгапуровское,595,34,24.09.2024,89,30,101.1,163,24.0
453,Вынгапуровское,595,34,25.09.2024,86,30,100.7,163,24.0
454,Вынгапуровское,595,34,26.09.2024,86,30,100.0,163,24.0
455,Вынгапуровское,595,34,27.09.2024,86,30,99.6,163,24.0
456,Вынгапуровское,595,34,28.09.2024,85,30,98.9,163,24.0
457,Вынгапуровское,595,34,29.09.2024,85,30,98.6,163,24.0
458,Вынгапуровское,595,34,30.09.2024,85,30,97.9,168,24.0
459,Вынгапуровское,595,34,01.10.2024,85,30,97.9,168,24.0
460,Вынгапуровское,595,34,02.10.2024,84,30,97.1,168,24.0
461,Вынгапуровское,595,34,03.10.2024,83,30,96.9,168,24.0
462,Вынгапуровское,595,34,04.10.2024,83,30,96.4,168,24.0
463,Вынгапуровское,595,34,05.10.2024,52,30,96.0,168,24.0
464,Вынгапуровское,595,34,06.10.2024,82,30,95.9,168,24.0
465,Вынгапуровское,595,34,07.10.2024,81,30,95.3,168,24.0
466,Вынгапуровское,595,34,08.10.2024,80,30,94.9,168,24.0
467,Вынгапуровское,595,34,09.10.2024,79,30,94.8,168,24.0
468,Вынгапуровское,595,34,10.10.2024,82,30,94.0,168,24.0
469,Вынгапуровское,595,34,11.10.2024,77,30,93.8,168,24.0
470,Вынгапуровское,595,34,12.10.2024,80,30,93.7,168,24.0
471,Вынгапуровское,595,34,13.10.2024,80,30,92.8,172,24.0
472,Вынгапуровское,595,34,14.10.2024,79,30,92.8,172,24.0
473,Вынгапуровское,595,34,15.10.2024,80,30,92.3,172,24.0
474,Вынгапуровское,595,34,16.10.2024,79,30,91.8,172,24.0
475,Вынгапуровское,595,34,17.10.2024,80,30,91.8,172,24.0
476,Вынгапуровское,595,34,18.10.2024,80,30,91.8,176,24.0
477,Вынгапуровское,595,34,19.10.2024,83,30,91.5,176,24.0
478,Вынгапуровское,595,34,20.10.2024,82,30,90.8,176,24.0
479,Вынгапуровское,595,34,21.10.2024,82,30,90.8,176,24.0
480,Вынгапуровское,595,34,22.10.2024,81,27,90.6,176,24.0
481,Вынгапуровское,595,34,23.10.2024,80,27,89.8,176,24.0
482,Вынгапуровское,595,34,24.10.2024,79,27,89.8,176,24.0
483,Вынгапуровское,595,34,25.10.2024,79,27,89.7,176,24.0
484,Вынгапуровское,595,34,26.10.2024,78,27,88.8,176,24.0
485,Вынгапуровское,595,34,27.10.2024,78,27,88.7,176,24.0
486,Вынгапуровское,595,34,28.10.2024,79,27,88.7,176,24.0
487,Вынгапуровское,595,34,29.10.2024,78,27,88.2,176,24.0
488,Вынгапуровское,595,34,30.10.2024,78,27,87.7,176,24.0
489,Вынгапуровское,595,34,31.10.2024,77,27,87.7,176,24.0
490,Вынгапуровское,595,34,01.11.2024,77,27,87.7,176,24.0
491,Вынгапуровское,595,34,02.11.2024,77,27,87.2,176,24.0
492,Вынгапуровское,595,34,03.11.2024,77,27,86.7,176,24.0
493,Вынгапуровское,595,34,04.11.2024,77,27,86.7,176,24.0
494,Вынгапуровское,595,34,05.11.2024,77,27,86.7,176,24.0
495,Вынгапуровское,595,34,06.11.2024,77,27,86.5,176,24.0
496,Вынгапуровское,595,34,07.11.2024,76,27,85.7,176,24.0
497,Вынгапуровское,595,34,08.11.2024,74,27,85.7,176,24.0
498,Вынгапуровское,595,34,09.11.2024,75,27,85.7,176,24.0
499,Вынгапуровское,595,34,10.11.2024,76,27,85.7,176,24.0
500,Вынгапуровское,595,34,11.11.2024,74,27,85.0,176,24.0
501,Вынгапуровское,595,34,12.11.2024,74,27,84.7,176,24.0
502,Вынгапуровское,595,34,13.11.2024,75,27,84.7,176,24.0
503,Вынгапуровское,595,34,14.11.2024,75,27,84.7,180,24.0
504,Вынгапуровское,595,34,15.11.2024,76,27,84.6,180,24.0
505,Вынгапуровское,595,34,16.11.2024,72,27,84.0,180,23.7
506,Вынгапуровское,595,34,17.11.2024,79,27,82.9,190,18.9
507,Вынгапуровское,595,34,18.11.2024,83,27,81.8,180,24.0
508,Вынгапуровское,595,34,19.11.2024,91,27,81.5,180,22.5
509,Вынгапуровское,595,34,20.11.2024,67,27,80.9,176,22.5
510,Вынгапуровское,595,34,21.11.2024,73,27,80.0,170,24.0
511,Вынгапуровское,595,34,22.11.2024,79,27,79.2,170,24.0
512,Вынгапуровское,595,34,23.11.2024,84,27,78.5,170,24.0
513,Вынгапуровское,595,34,24.11.2024,84,27,77.9,170,23.0
514,Вынгапуровское,595,34,25.11.2024,78,27,76.5,170,22.8
515,Вынгапуровское,595,34,26.11.2024,103,14,76.7,175,17.2
516,Вынгапуровское,595,34,27.11.2024,85,14,75.4,175,24.0
517,Вынгапуровское,595,34,28.11.2024,92,14,74.4,175,24.0
518,Вынгапуровское,595,34,29.11.2024,86,14,73.4,175,24.0
519,Вынгапуровское,595,34,30.11.2024,84,14,72.4,175,24.0
520,Вынгапуровское,595,34,01.12.2024,82,14,71.5,175,24.0
521,Вынгапуровское,595,34,02.12.2024,81,14,70.6,175,24.0
522,Вынгапуровское,595,34,03.12.2024,79,14,70.2,175,24.0
523,Вынгапуровское,595,34,04.12.2024,61,14,69.4,175,24.0
524,Вынгапуровское,595,34,05.12.2024,82,14,68.9,175,24.0
525,Вынгапуровское,595,34,06.12.2024,77,14,68.4,175,24.0
526,Вынгапуровское,595,34,07.12.2024,82,76,67.8,175,24.0
527,Вынгапуровское,595,34,08.12.2024,77,76,67.2,175,24.0
528,Вынгапуровское,595,34,09.12.2024,77,76,66.6,175,24.0
529,Вынгапуровское,595,34,10.12.2024,72,76,66.3,175,24.0
530,Вынгапуровское,595,34,11.12.2024,75,76,65.8,180,24.0
531,Вынгапуровское,595,34,12.12.2024,76,76,65.3,180,24.0
532,Вынгапуровское,595,34,13.12.2024,76,76,65.2,180,24.0
533,Вынгапуровское,595,34,14.12.2024,74,76,64.9,180,24.0
534,Вынгапуровское,595,34,15.12.2024,77,76,64.4,180,24.0
535,Вынгапуровское,595,34,16.12.2024,74,76,64.2,180,24.0
536,Вынгапуровское,595,34,17.12.2024,78,76,63.9,180,24.0
537,Вынгапуровское,595,34,18.12.2024,71,76,63.6,180,24.0
538,Вынгапуровское,595,34,19.12.2024,75,76,62.7,180,23.5
539,Вынгапуровское,595,34,20.12.2024,80,76,61.8,180,24.0
540,Вынгапуровское,595,34,21.12.2024,77,76,61.2,180,24.0
541,Вынгапуровское,595,34,22.12.2024,75,76,60.7,180,24.0
542,Вынгапуровское,595,34,23.12.2024,76,76,60.1,180,24.0
543,Вынгапуровское,595,34,24.12.2024,76,76,59.6,185,24.0
544,Вынгапуровское,595,34,25.12.2024,73,76,59.1,185,24.0
545,Вынгапуровское,595,34,26.12.2024,72,76,59.2,185,24.0
546,Вынгапуровское,595,34,27.12.2024,73,76,59.0,185,24.0
547,Вынгапуровское,595,34,28.12.2024,71,76,58.8,185,24.0
548,Вынгапуровское,595,34,29.12.2024,69,76,58.6,185,24.0
549,Вынгапуровское,595,34,30.12.2024,76,76,58.3,188,24.0
550,Вынгапуровское,595,34,31.12.2024,71,76,58.0,190,24.0
551,Вынгапуровское,595,34,01.01.2025,74,76,57.4,190,24.0
552,Вынгапуровское,595,34,02.01.2025,71,82,57.3,190,24.0
553,Вынгапуровское,595,34,03.01.2025,72,82,57.7,190,24.0
554,Вынгапуровское,595,34,04.01.2025,76,82,57.8,190,24.0
555,Вынгапуровское,595,34,05.01.2025,71,82,57.7,190,24.0
556,Вынгапуровское,595,34,06.01.2025,70,82,57.7,190,24.0
557,Вынгапуровское,595,34,07.01.2025,71,82,57.3,190,24.0
558,Вынгапуровское,595,34,08.01.2025,70,82,57.4,190,24.0
559,Вынгапуровское,595,34,09.01.2025,74,82,56.3,190,10.8
560,Вынгапуровское,595,34,10.01.2025,95,82,55.1,190,24.0
561,Вынгапуровское,595,34,11.01.2025,84,76,55.1,190,24.0
562,Вынгапуровское,595,34,12.01.2025,72,76,55.2,190,24.0
563,Вынгапуровское,595,34,13.01.2025,67,76,56.0,190,24.0
564,Вынгапуровское,595,34,14.01.2025,65,76,56.2,190,24.0
565,Вынгапуровское,595,34,15.01.2025,68,76,56.4,190,24.0
566,Вынгапуровское,595,34,16.01.2025,62,76,56.9,190,24.0
567,Вынгапуровское,595,34,17.01.2025,56,76,56.9,194,24.0
568,Вынгапуровское,595,34,18.01.2025,58,76,56.8,194,24.0
569,Вынгапуровское,595,34,19.01.2025,58,76,57.0,194,24.0
570,Вынгапуровское,595,34,20.01.2025,66,76,57.1,194,24.0
571,Вынгапуровское,595,34,21.01.2025,65,76,57.0,194,24.0
572,Вынгапуровское,595,34,22.01.2025,65,76,57.2,194,24.0
573,Вынгапуровское,595,34,23.01.2025,65,76,57.2,194,24.0
574,Вынгапуровское,595,34,24.01.2025,65,76,56.5,194,23.6
575,Вынгапуровское,595,34,25.01.2025,65,76,55.1,194,24.0
576,Вынгапуровское,595,34,26.01.2025,66,76,55.0,194,24.0
577,Вынгапуровское,595,34,27.01.2025,66,76,55.0,194,24.0
578,Вынгапуровское,595,34,28.01.2025,67,76,55.1,194,24.0
579,Вынгапуровское,595,34,29.01.2025,68,76,55.1,194,24.0
580,Вынгапуровское,595,34,30.01.2025,75,76,58.1,194,13.1
581,Вынгапуровское,595,34,31.01.2025,83,76,57.7,182,3.1
582,Вынгапуровское,595,34,01.02.2025,90,76,57.4,160,3.9
583,Вынгапуровское,595,34,02.02.2025,98,76,57.0,190,24.0
584,Вынгапуровское,595,34,03.02.2025,89,76,54.1,190,24.0
585,Вынгапуровское,595,34,04.02.2025,79,73,54.0,190,24.0
586,Вынгапуровское,595,34,05.02.2025,74,73,54.2,190,24.0
587,Вынгапуровское,595,34,06.02.2025,71,73,54.3,190,24.0
588,Вынгапуровское,595,34,07.02.2025,72,73,54.4,190,24.0
589,Вынгапуровское,595,34,08.02.2025,66,73,54.8,190,24.0
590,Вынгапуровское,595,34,09.02.2025,64,73,55.2,190,24.0
591,Вынгапуровское,595,34,10.02.2025,61,73,55.5,190,24.0
592,Вынгапуровское,595,34,11.02.2025,67,73,55.7,190,24.0
593,Вынгапуровское,595,34,12.02.2025,71,73,54.0,190,24.0
594,Вынгапуровское,595,34,13.02.2025,67,73,54.4,194,24.0
595,Вынгапуровское,595,34,14.02.2025,64,73,54.6,194,24.0
596,Вынгапуровское,595,34,15.02.2025,59,73,55.0,194,24.0
597,Вынгапуровское,595,34,16.02.2025,63,73,55.2,194,24.0
598,Вынгапуровское,595,34,17.02.2025,64,73,55.3,194,24.0
599,Вынгапуровское,595,34,18.02.2025,60,73,55.2,194,24.0
600,Вынгапуровское,595,34,19.02.2025,62,73,55.2,194,24.0
601,Вынгапуровское,595,34,20.02.2025,64,73,55.1,194,24.0
602,Вынгапуровское,595,34,21.02.2025,60,73,55.2,194,24.0
603,Вынгапуровское,595,34,22.02.2025,62,73,55.0,194,24.0
604,Вынгапуровское,595,34,23.02.2025,58,73,54.9,194,24.0
605,Вынгапуровское,595,34,24.02.2025,61,73,55.1,194,24.0
606,Вынгапуровское,595,34,25.02.2025,67,73,51.0,194,24.0
607,Вынгапуровское,595,34,26.02.2025,67,73,50.9,194,23.2
608,Вынгапуровское,595,34,27.02.2025,67,73,50.2,194,23.0
609,Вынгапуровское,595,34,28.02.2025,67,73,49.3,194,23.0
610,Вынгапуровское,595,34,01.03.2025,67,73,48.5,194,23.0
611,Вынгапуровское,595,34,02.03.2025,67,74,47.4,194,23.0
612,Вынгапуровское,595,34,03.03.2025,67,74,46.9,194,23.0
613,Вынгапуровское,595,34,04.03.2025,67,74,46.4,194,23.0
614,Вынгапуровское,595,34,05.03.2025,67,74,45.8,194,23.0
615,Вынгапуровское,595,34,06.03.2025,67,74,45.2,194,23.0
616,Вынгапуровское,595,34,07.03.2025,67,74,45.0,194,22.0
617,Вынгапуровское,595,34,08.03.2025,69,74,44.3,194,20.5
618,Вынгапуровское,595,34,09.03.2025,71,74,44.1,194,22.0
619,Вынгапуровское,595,34,10.03.2025,73,74,43.5,194,22.0
620,Вынгапуровское,595,34,11.03.2025,72,74,43.1,194,21.6
621,Вынгапуровское,595,34,12.03.2025,70,74,42.9,194,19.3
622,Вынгапуровское,595,34,13.03.2025,68,74,42.9,194,18.9
623,Вынгапуровское,595,34,14.03.2025,68,74,43.0,194,18.7
624,Вынгапуровское,595,34,15.03.2025,71,74,43.0,194,18.6
625,Вынгапуровское,595,34,16.03.2025,74,74,42.8,194,18.5
626,Вынгапуровское,595,34,17.03.2025,78,74,43.0,194,18.5
627,Вынгапуровское,595,34,18.03.2025,70,74,42.3,194,18.8
628,Вынгапуровское,595,34,19.03.2025,68,74,42.0,194,18.2
629,Вынгапуровское,595,34,20.03.2025,66,74,41.7,194,18.0
630,Вынгапуровское,595,34,21.03.2025,66,74,41.8,194,18.0
631,Вынгапуровское,595,34,22.03.2025,67,74,41.6,194,18.0
632,Вынгапуровское,595,34,23.03.2025,66,74,41.5,194,18.5
633,Вынгапуровское,595,34,24.03.2025,65,74,41.5,194,18.0
634,Вынгапуровское,595,34,25.03.2025,65,74,41.4,194,18.0
635,Вынгапуровское,595,34,26.03.2025,64,74,41.4,194,18.3
636,Вынгапуровское,595,34,27.03.2025,64,74,41.0,194,18.4
637,Вынгапуровское,595,34,28.03.2025,64,74,41.0,194,18.4
638,Вынгапуровское,595,34,29.03.2025,64,74,40.7,194,18.4
639,Вынгапуровское,595,34,30.03.2025,64,74,40.6,194,18.4
640,Вынгапуровское,595,34,31.03.2025,63,74,40.5,194,18.4
